<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Arya.Sasol.Polymer,20220417,100000.00,100000.00,97750.00,99200.00,1175924245350,11852618,14592,D,97450.00,98000.00
Arya.Sasol.Polymer,20220416,96750.00,98400.00,96300.00,97450.00,787709840500,8081879,9850,D,93850.00,98150.00
Arya.Sasol.Polymer,20220413,90100.00,95750.00,90100.00,93850.00,585733392200,6240405,7002,D,91200.00,95750.00
Arya.Sasol.Polymer,20220412,92100.00,92750.00,90150.00,91200.00,365645172800,4008363,4951,D,92050.00,90800.00
Arya.Sasol.Polymer,20220411,91400.00,92800.00,91100.00,92050.00,508430998250,5522368,5954,D,90900.00,91950.00
Arya.Sasol.Polymer,20220410,90300.00,91700.00,90200.00,90900.00,471703106250,5189330,6083,D,89950.00,90700.00
Arya.Sasol.Polymer,20220409,88050.00,92400.00,86200.00,89950.00,346392531150,3850228,5771,D,89200.00,90250.00
Arya.Sasol.Polymer,20220406,90800.00,91000.00,88200.00,89200.00,250332913800,2806710,4835,D,89200.00,88500.00
Arya.Sasol.Polymer,20220405,88650.00,91500.00,87050.00,89200.00,281061912000,3151068,5503,D,90000.00,90300.00
Arya.Sasol.Polymer,20220404,93000.00,93200.00,87500.00,90000.00,528500038600,5870762,9644,D,90500.00,88500.00
Arya.Sasol.Polymer,20220403,88850.00,91050.00,88250.00,90500.00,455288525900,5031821,6555,D,86750.00,91050.00
Arya.Sasol.Polymer,20220330,86800.00,86800.00,85350.00,86750.00,621855411750,7168151,6503,D,82700.00,86800.00
Arya.Sasol.Polymer,20220329,81800.00,83600.00,80200.00,82700.00,357348135650,4320761,4671,D,79650.00,83600.00
Arya.Sasol.Polymer,20220328,0.00,0.00,0.00,79650.00,138928686700,1744636,3036,D,79650.00,80550.00
Arya.Sasol.Polymer,20220327,78300.00,81000.00,78300.00,79650.00,138928686700,1744636,3036,D,78100.00,80550.00
Arya.Sasol.Polymer,20220326,76700.00,78350.00,76700.00,78100.00,144675803400,1852357,2486,D,76550.00,78050.00
Arya.Sasol.Polymer,20220319,76500.00,77450.00,75500.00,76550.00,65282590050,848219,1811,D,75850.00,77300.00
Arya.Sasol.Polymer,20220316,75350.00,76100.00,75300.00,75850.00,94422564850,1244361,1628,D,75650.00,75850.00
Arya.Sasol.Polymer,20220315,75000.00,76250.00,75000.00,75650.00,92948159450,1228209,1701,D,75450.00,75400.00
Arya.Sasol.Polymer,20220314,76100.00,76200.00,74500.00,75450.00,60548863300,806148,2024,D,75950.00,74700.00
Arya.Sasol.Polymer,20220313,76200.00,76600.00,74900.00,75950.00,100795822000,1326991,2279,D,76450.00,75050.00
Arya.Sasol.Polymer,20220312,76500.00,77400.00,74800.00,76450.00,131380165700,1718235,2817,D,76700.00,76550.00
Arya.Sasol.Polymer,20220309,74950.00,77800.00,74500.00,76700.00,220627668500,2876530,3278,D,75100.00,76650.00
Arya.Sasol.Polymer,20220308,74300.00,76050.00,72150.00,75100.00,124311210950,1655734,3117,D,74200.00,74950.00
Arya.Sasol.Polymer,20220307,71500.00,74400.00,71500.00,74200.00,257367627550,3468533,4358,D,70900.00,74400.00
Arya.Sasol.Polymer,20220306,70350.00,71300.00,70350.00,70900.00,83522621550,1176924,2747,D,70550.00,71250.00
Arya.Sasol.Polymer,20220305,70350.00,71250.00,70000.00,70550.00,72373783350,1025714,2185,D,70450.00,70600.00
Arya.Sasol.Polymer,20220302,70350.00,71050.00,70050.00,70450.00,55531988100,789277,1802,D,70550.00,70200.00
Arya.Sasol.Polymer,20220228,70300.00,71000.00,70150.00,70550.00,40919021450,581594,1654,D,70650.00,70350.00
Arya.Sasol.Polymer,20220227,70500.00,70950.00,70300.00,70650.00,52154468100,740113,1776,D,70800.00,70400.00
Arya.Sasol.Polymer,20220226,70350.00,71800.00,70350.00,70800.00,67711878350,954629,2673,D,70500.00,70650.00
Arya.Sasol.Polymer,20220223,70350.00,70850.00,70100.00,70500.00,68870767550,975893,1948,D,70300.00,70650.00
Arya.Sasol.Polymer,20220222,70000.00,70500.00,69550.00,70300.00,79962988950,1137660,2097,D,70300.00,70300.00
Arya.Sasol.Polymer,20220221,69900.00,70650.00,69200.00,70300.00,135829655550,1932283,2777,D,70500.00,69500.00
Arya.Sasol.Polymer,20220220,70800.00,70800.00,69600.00,70500.00,56745307150,810744,2544,D,71200.00,69900.00
Arya.Sasol.Polymer,20220219,71250.00,72000.00,70850.00,71200.00,66160603300,929395,2288,D,71250.00,70950.00
Arya.Sasol.Polymer,20220216,71300.00,71950.00,70500.00,71250.00,56166930150,786635,2299,D,71050.00,71900.00
Arya.Sasol.Polymer,20220214,70600.00,71750.00,70100.00,71050.00,102880637500,1447869,1995,D,70900.00,71300.00
Arya.Sasol.Polymer,20220213,70950.00,70950.00,69800.00,70900.00,44511831700,630733,1728,D,71200.00,70500.00
Arya.Sasol.Polymer,20220212,71600.00,71650.00,70550.00,71200.00,64457737150,906403,2467,D,71400.00,70600.00
Arya.Sasol.Polymer,20220209,72000.00,72100.00,70050.00,71400.00,70698550050,990747,3491,D,71600.00,71600.00
Arya.Sasol.Polymer,20220208,72100.00,72900.00,71200.00,71600.00,55701790050,775403,2290,D,71300.00,71500.00
Arya.Sasol.Polymer,20220207,73000.00,73000.00,69700.00,71300.00,85880726700,1205315,2611,D,71550.00,70900.00
Arya.Sasol.Polymer,20220206,72800.00,73450.00,71400.00,71550.00,227662011500,3181279,3946,D,75150.00,71400.00
Arya.Sasol.Polymer,20220205,75700.00,76500.00,72950.00,75150.00,172769302600,2299263,3729,D,75700.00,73350.00
Arya.Sasol.Polymer,20220202,76400.00,76750.00,74850.00,75700.00,138197932550,1825485,3829,D,76750.00,75300.00
Arya.Sasol.Polymer,20220201,76900.00,77250.00,76000.00,76750.00,75669374950,986521,2453,D,76900.00,76350.00
Arya.Sasol.Polymer,20220131,77000.00,77500.00,75850.00,76900.00,182641538550,2374340,3754,D,77000.00,76000.00
Arya.Sasol.Polymer,20220130,78250.00,78250.00,75900.00,77000.00,184210814300,2393101,4368,D,74700.00,76850.00
Arya.Sasol.Polymer,20220129,74300.00,74800.00,72500.00,74700.00,106727494450,1428793,2221,D,71250.00,74800.00
Arya.Sasol.Polymer,20220126,71350.00,73900.00,67800.00,71250.00,208432854300,2925664,3872,D,71350.00,72700.00
Arya.Sasol.Polymer,20220112,105550.00,107950.00,105550.00,107050.00,108113418800,1010017,3149,D,105550.00,107700.00
Arya.Sasol.Polymer,20220111,106550.00,107200.00,104700.00,105550.00,72586473450,685673,2480,D,104650.00,106400.00
Arya.Sasol.Polymer,20220110,104100.00,106700.00,101500.00,104650.00,77387467800,740863,2686,D,105400.00,105000.00
Arya.Sasol.Polymer,20220109,108650.00,109000.00,104400.00,105400.00,94347087450,895831,2734,D,109100.00,104700.00
Arya.Sasol.Polymer,20220108,108650.00,111200.00,108650.00,109100.00,56371618850,515751,2127,D,108789.00,108800.00
Arya.Sasol.Polymer,20220105,108000.00,110091.00,107700.00,108789.00,57510869754,526765,2013,D,108207.00,108990.00
Arya.Sasol.Polymer,20220104,108401.00,109000.00,108022.00,108207.00,96482455285,891647,2272,D,111174.00,108080.00
Arya.Sasol.Polymer,20220103,111952.00,112303.00,109154.00,111174.00,55528041622,502102,2111,D,111952.00,110900.00
Arya.Sasol.Polymer,20220102,111350.00,113123.00,111000.00,111952.00,58405754479,521867,1793,D,112003.00,111200.00
Arya.Sasol.Polymer,20220101,112310.00,113549.00,110800.00,112003.00,73445381553,659461,2186,D,113907.00,112250.00
Arya.Sasol.Polymer,20211229,113940.00,115400.00,113000.00,113907.00,85109148543,747042,2383,D,113811.00,113200.00
Arya.Sasol.Polymer,20211228,113918.00,114751.00,112009.00,113811.00,68939866071,606028,2241,D,113918.00,113920.00
Arya.Sasol.Polymer,20211227,113737.00,115500.00,113737.00,113918.00,96895836715,849312,2608,D,111574.00,113914.00
Arya.Sasol.Polymer,20211226,110200.00,115000.00,108800.00,111574.00,67861454413,608267,2447,D,111591.00,112500.00
Arya.Sasol.Polymer,20211225,111150.00,115200.00,110140.00,111591.00,81751958240,729685,2890,D,109791.00,110700.00
Arya.Sasol.Polymer,20211222,106820.00,110488.00,106600.00,109791.00,120134802485,1094216,2627,D,105227.00,110488.00
Arya.Sasol.Polymer,20211221,104601.00,106490.00,104601.00,105227.00,54772547001,517961,1693,D,104601.00,106481.00
Arya.Sasol.Polymer,20211220,103820.00,105990.00,103820.00,104601.00,127909872144,1222839,2159,D,104514.00,104410.00
Arya.Sasol.Polymer,20211219,104591.00,105977.00,104000.00,104514.00,103385796964,989209,2112,D,106112.00,104100.00
Arya.Sasol.Polymer,20211218,105587.00,107332.00,105587.00,106112.00,59196014011,555931,2258,D,105587.00,105851.00
Arya.Sasol.Polymer,20211215,104577.00,108090.00,104577.00,105587.00,62379503387,589596,2076,D,105196.00,106390.00
Arya.Sasol.Polymer,20211214,100270.00,108840.00,100270.00,105196.00,130718453528,1242620,5809,D,103668.00,104790.00
Arya.Sasol.Polymer,20211213,104450.00,105856.00,102500.00,103668.00,119655852586,1154222,3451,D,105856.00,102620.00
Arya.Sasol.Polymer,20211212,106601.00,106760.00,104900.00,105856.00,72549823695,689470,2432,D,107806.00,105110.00
Arya.Sasol.Polymer,20211211,108890.00,108890.00,106800.00,107806.00,129158988255,1198066,3578,D,109620.00,107250.00
Arya.Sasol.Polymer,20211208,108990.00,110300.00,108879.00,109620.00,70143497017,639326,2599,D,109396.00,109650.00
Arya.Sasol.Polymer,20211207,110307.00,110307.00,108500.00,109396.00,67312958875,617749,2490,D,110307.00,109000.00
Arya.Sasol.Polymer,20211206,110900.00,111100.00,109134.00,110307.00,65437924526,594597,2633,D,110783.00,109134.00
Arya.Sasol.Polymer,20211205,110000.00,112392.00,109915.00,110783.00,160390747625,1447797,2891,D,109915.00,110900.00
Arya.Sasol.Polymer,20211204,108841.00,113301.00,108673.00,109915.00,127085492810,1156218,3185,D,109909.00,110282.00
Arya.Sasol.Polymer,20211201,112630.00,112834.00,108000.00,109909.00,141575528813,1288116,3779,D,112834.00,110400.00
Arya.Sasol.Polymer,20211130,111861.00,113501.00,111861.00,112834.00,90910124153,806030,2700,D,113440.00,112630.00
Arya.Sasol.Polymer,20211129,113160.00,114500.00,112860.00,113440.00,54232712463,477712,2579,D,113335.00,112908.00
Arya.Sasol.Polymer,20211128,115172.00,115172.00,111807.00,113335.00,67416171986,593823,2636,D,112914.00,113000.00
Arya.Sasol.Polymer,20211127,115981.00,115981.00,111730.00,112914.00,103803921008,919319,3742,D,115281.00,111800.00
Arya.Sasol.Polymer,20211124,116081.00,117500.00,114186.00,115281.00,113099689791,981077,3403,D,116784.00,116700.00
Arya.Sasol.Polymer,20211123,116101.00,118439.00,114890.00,116784.00,88466141535,757956,3733,D,117312.00,116000.00
Arya.Sasol.Polymer,20211122,116500.00,118443.00,116390.00,117312.00,100694204938,858343,3393,D,114426.00,116880.00
Arya.Sasol.Polymer,20211121,113316.00,115899.00,113316.00,114426.00,107374548282,938374,3862,D,112321.00,115864.00
Arya.Sasol.Polymer,20211120,115500.00,117517.00,111169.00,112321.00,262334350543,2335586,6643,D,117020.00,113000.00
Arya.Sasol.Polymer,20211117,118000.00,118800.00,116450.00,117020.00,104273253410,891074,3390,D,116924.00,117000.00
Arya.Sasol.Polymer,20211116,115000.00,118514.00,115000.00,116924.00,100745632064,861632,3328,D,116883.00,116770.00
Arya.Sasol.Polymer,20211115,119000.00,119799.00,115471.00,116883.00,119707844872,1024168,4422,D,120311.00,116161.00
Arya.Sasol.Polymer,20211114,120800.00,122000.00,119000.00,120311.00,137539699079,1143205,4617,D,118187.00,119810.00
Arya.Sasol.Polymer,20211113,114938.00,121100.00,114938.00,118187.00,273682000851,2315674,6290,D,120987.00,118939.00
Arya.Sasol.Polymer,20211110,123400.00,124120.00,118850.00,120987.00,277763299016,2295815,6557,D,122233.00,119690.00
Arya.Sasol.Polymer,20211109,118239.00,123800.00,118239.00,122233.00,353961776166,2895792,6799,D,118276.00,121400.00
Arya.Sasol.Polymer,20211108,116350.00,119700.00,116014.00,118276.00,309531585046,2617019,5173,D,117419.00,118880.00
Arya.Sasol.Polymer,20211107,118000.00,120954.00,114744.00,117419.00,339685991745,2892950,7107,D,118868.00,115520.00
Arya.Sasol.Polymer,20211106,114630.00,119318.00,114630.00,118868.00,482186084175,4056478,6216,D,113637.00,118000.00
Arya.Sasol.Polymer,20211103,113400.00,116000.00,111630.00,113637.00,334666083495,2945044,4407,D,110730.00,114620.00
Arya.Sasol.Polymer,20211102,108700.00,113550.00,108001.00,110730.00,323327450779,2919965,4366,D,108310.00,113490.00
